ref,position,strand,diff,height,from,decide,comment
NC_009648.1,483382,-,11,20,tex_lcd_kf_01,,
NC_009648.1,483526,-,27,31,tex_hcd_kf_09,y,
NC_009648.1,483526,-,18,28,tex_hcd_kf_10,,
NC_009648.1,483526,-,16,21,tex_lcd_kf_01,,
NC_009648.1,484063,-,15,58,tex_hcd_kf_10,n,
NC_009648.1,484076,-,47,51,tex_hcd_kf_09,y,
NC_009648.1,484076,-,34,38,tex_hcd_kf_10,,
NC_009648.1,484076,-,35,40,tex_lcd_kf_01,,
NC_009648.1,484076,-,21,26,tex_lcd_kf_02,,
NC_009648.1,484198,-,57,59,tex_hcd_kf_09,y,
NC_009648.1,484198,-,138,141,tex_hcd_kf_10,,
NC_009648.1,484198,-,370,373,tex_lcd_kf_02,,
NC_009648.1,484199,-,329,332,tex_lcd_kf_01,,
NC_009648.1,484371,-,39,45,tex_hcd_kf_09,y,
NC_009648.1,484371,-,89,96,tex_hcd_kf_10,,
NC_009648.1,484371,-,61,64,tex_lcd_kf_01,,
NC_009648.1,484371,-,70,75,tex_lcd_kf_02,,
NC_009648.1,484627,-,17,74,tex_lcd_kf_02,n,
NC_009648.1,484653,-,48,49,tex_hcd_kf_09,y,
NC_009648.1,484653,-,71,71,tex_hcd_kf_10,,
NC_009648.1,484653,-,57,57,tex_lcd_kf_01,,
NC_009648.1,484653,-,57,57,tex_lcd_kf_02,,
NC_009648.1,485472,-,16,41,tex_lcd_kf_02,n,
NC_009648.1,485564,-,35,54,tex_lcd_kf_01,y,internal 
NC_009648.1,485564,-,27,45,tex_lcd_kf_02,,
NC_009648.1,485607,+,51,51,tex_hcd_kf_09,y,as
NC_009648.1,485607,+,37,38,tex_hcd_kf_10,,
NC_009648.1,485607,+,27,29,tex_lcd_kf_01,,
NC_009648.1,485607,+,42,42,tex_lcd_kf_02,,
NC_009648.1,485829,-,21,30,tex_hcd_kf_09,n,
NC_009648.1,485933,-,13,23,tex_hcd_kf_09,n,
NC_009648.1,485933,-,12,24,tex_lcd_kf_01,n,
NC_009648.1,485933,-,12,26,tex_lcd_kf_02,n,
NC_009648.1,486141,-,14,24,tex_hcd_kf_09,n,
NC_009648.1,486141,-,13,17,tex_hcd_kf_10,n,
NC_009648.1,486686,-,14,19,tex_hcd_kf_09,n,
NC_009648.1,487373,+,16,16,tex_lcd_kf_02,n,
NC_009648.1,488127,-,12,31,tex_hcd_kf_09,n,
NC_009648.1,488127,-,11,22,tex_hcd_kf_10,n,
NC_009648.1,488266,-,14,28,tex_lcd_kf_01,n,
NC_009648.1,488904,+,10,10,tex_hcd_kf_09,m,as?
NC_009648.1,488904,+,16,16,tex_hcd_kf_10,,
NC_009648.1,488904,+,16,16,tex_lcd_kf_02,,
NC_009648.1,489202,-,107,130,tex_hcd_kf_09,y,
NC_009648.1,489202,-,82,99,tex_hcd_kf_10,,
NC_009648.1,489202,-,432,439,tex_lcd_kf_01,,
NC_009648.1,489202,-,389,403,tex_lcd_kf_02,,
NC_009648.1,489220,+,12,13,tex_hcd_kf_09,y,
NC_009648.1,489220,+,12,17,tex_hcd_kf_10,,
NC_009648.1,489220,+,16,17,tex_lcd_kf_01,,
NC_009648.1,489220,+,20,20,tex_lcd_kf_02,,
NC_009648.1,489243,-,19,26,tex_hcd_kf_09,y,sRNA?
NC_009648.1,489343,-,167,171,tex_hcd_kf_09,,
NC_009648.1,489343,-,170,174,tex_hcd_kf_10,,
NC_009648.1,489343,-,208,212,tex_lcd_kf_01,,
NC_009648.1,489343,-,225,226,tex_lcd_kf_02,,
NC_009648.1,489483,-,61,71,tex_hcd_kf_09,y,sRNA?
NC_009648.1,489483,-,84,106,tex_hcd_kf_10,,
NC_009648.1,489483,-,45,50,tex_lcd_kf_01,,
NC_009648.1,489483,-,77,83,tex_lcd_kf_02,,
NC_009648.1,489531,-,21,23,tex_hcd_kf_10,n,
NC_009648.1,489559,+,22,23,tex_hcd_kf_09,y,internal 
NC_009648.1,489559,+,38,43,tex_hcd_kf_10,y,
NC_009648.1,489995,+,82,82,tex_hcd_kf_09,,
NC_009648.1,489995,+,86,86,tex_hcd_kf_10,,
NC_009648.1,489995,+,211,211,tex_lcd_kf_01,,
NC_009648.1,489995,+,172,172,tex_lcd_kf_02,,
NC_009648.1,490029,-,13,13,tex_hcd_kf_10,n,
NC_009648.1,491758,-,12,12,tex_hcd_kf_10,n,
NC_009648.1,492768,+,13,19,tex_lcd_kf_01,n,
NC_009648.1,492768,+,13,17,tex_lcd_kf_02,,
NC_009648.1,493841,-,203,204,tex_hcd_kf_09,y,internal!
NC_009648.1,493841,-,257,258,tex_hcd_kf_10,,
NC_009648.1,493841,-,162,162,tex_lcd_kf_01,,
NC_009648.1,493841,-,145,145,tex_lcd_kf_02,,
NC_009648.1,495166,+,11,11,tex_hcd_kf_09,y,
NC_009648.1,495166,+,12,12,tex_hcd_kf_10,,
NC_009648.1,495166,+,26,26,tex_lcd_kf_01,,
NC_009648.1,495166,+,18,18,tex_lcd_kf_02,,
NC_009648.1,495194,-,19,19,tex_hcd_kf_10,y,
NC_009648.1,495194,-,58,58,tex_lcd_kf_01,,
NC_009648.1,495194,-,49,49,tex_lcd_kf_02,,
NC_009648.1,495618,+,61,67,tex_hcd_kf_09,y,
NC_009648.1,495618,+,113,116,tex_hcd_kf_10,,
NC_009648.1,495618,+,887,888,tex_lcd_kf_01,,
NC_009648.1,495618,+,906,907,tex_lcd_kf_02,,
NC_009648.1,496017,-,11,11,tex_hcd_kf_09,n,
NC_009648.1,496017,-,18,18,tex_hcd_kf_10,,
NC_009648.1,496090,+,12,22,tex_lcd_kf_01,n,
NC_009648.1,496090,+,13,29,tex_lcd_kf_02,,
NC_009648.1,496325,+,229,230,tex_hcd_kf_09,y,
NC_009648.1,496325,+,185,186,tex_hcd_kf_10,,
NC_009648.1,496325,+,444,444,tex_lcd_kf_01,,
NC_009648.1,496325,+,424,429,tex_lcd_kf_02,,
NC_009648.1,498087,+,67,69,tex_hcd_kf_09,y,internal?
NC_009648.1,498087,+,80,83,tex_hcd_kf_10,,
NC_009648.1,498087,+,85,89,tex_lcd_kf_01,,
NC_009648.1,498087,+,68,73,tex_lcd_kf_02,,
NC_009648.1,498123,+,35,104,tex_hcd_kf_09,m,2nd start?
NC_009648.1,498123,+,63,144,tex_hcd_kf_10,,
NC_009648.1,498123,+,92,179,tex_lcd_kf_01,,
NC_009648.1,498123,+,102,176,tex_lcd_kf_02,,
NC_009648.1,498210,+,14,22,tex_hcd_kf_09,y,
NC_009648.1,498210,+,30,40,tex_hcd_kf_10,,
NC_009648.1,498210,+,30,60,tex_lcd_kf_01,,
NC_009648.1,498210,+,27,50,tex_lcd_kf_02,,
NC_009648.1,498305,+,22,40,tex_lcd_kf_02,m,
NC_009648.1,498480,+,11,29,tex_hcd_kf_10,n,
NC_009648.1,499330,+,32,32,tex_lcd_kf_01,n,
NC_009648.1,499330,+,44,46,tex_hcd_kf_09,,
NC_009648.1,499330,+,35,37,tex_lcd_kf_02,,
NC_009648.1,499338,+,338,379,tex_hcd_kf_09,y,
NC_009648.1,499338,+,112,116,tex_hcd_kf_10,,
NC_009648.1,499338,+,22,54,tex_lcd_kf_01,,
NC_009648.1,499338,+,30,66,tex_lcd_kf_02,,
NC_009648.1,499508,+,22,49,tex_hcd_kf_09,n,
NC_009648.1,499685,+,23,71,tex_hcd_kf_09,n,
NC_009648.1,499811,+,22,51,tex_hcd_kf_09,n,
NC_009648.1,499878,+,44,106,tex_hcd_kf_09,n,
NC_009648.1,499988,+,16,99,tex_hcd_kf_09,n,
NC_009648.1,500111,+,36,75,tex_hcd_kf_09,n,
NC_009648.1,500123,+,40,119,tex_hcd_kf_09,n,
NC_009648.1,500148,+,17,138,tex_hcd_kf_09,n,
NC_009648.1,500242,-,11,12,tex_hcd_kf_10,n,
NC_009648.1,500242,-,13,13,tex_lcd_kf_02,n,
NC_009648.1,500301,+,13,63,tex_hcd_kf_09,n,
NC_009648.1,500312,+,24,84,tex_hcd_kf_09,n,
NC_009648.1,500363,+,32,110,tex_hcd_kf_09,n,
NC_009648.1,500434,+,34,130,tex_hcd_kf_09,n,
NC_009648.1,500434,+,13,38,tex_hcd_kf_10,n,
NC_009648.1,500447,+,16,125,tex_hcd_kf_09,n,
NC_009648.1,500459,+,19,141,tex_hcd_kf_09,n,
NC_009648.1,500475,+,16,155,tex_hcd_kf_09,n,
NC_009648.1,500567,+,39,94,tex_hcd_kf_09,n,
NC_009648.1,500595,+,21,100,tex_hcd_kf_09,n,
NC_009648.1,500683,+,56,123,tex_hcd_kf_09,n,
NC_009648.1,500717,+,17,137,tex_hcd_kf_09,n,
NC_009648.1,500789,+,18,102,tex_hcd_kf_09,n,
NC_009648.1,500849,+,12,63,tex_hcd_kf_09,n,
NC_009648.1,500849,+,11,23,tex_hcd_kf_10,n,
NC_009648.1,500880,+,17,57,tex_hcd_kf_09,n,
NC_009648.1,501029,+,15,47,tex_hcd_kf_09,n,
NC_009648.1,501084,+,13,56,tex_hcd_kf_09,n,
NC_009648.1,501084,+,16,49,tex_hcd_kf_10,n,
NC_009648.1,501119,+,26,62,tex_hcd_kf_09,n,
NC_009648.1,501129,+,21,82,tex_hcd_kf_09,n,
NC_009648.1,501431,+,239,240,tex_hcd_kf_09,y,
NC_009648.1,501431,+,430,432,tex_hcd_kf_10,,
NC_009648.1,501431,+,695,696,tex_lcd_kf_01,,
NC_009648.1,501431,+,652,654,tex_lcd_kf_02,,
NC_009648.1,501716,+,11,28,tex_hcd_kf_09,n,
NC_009648.1,501716,+,17,39,tex_hcd_kf_10,n,
NC_009648.1,501716,+,19,31,tex_lcd_kf_01,n,
NC_009648.1,501857,+,20,44,tex_hcd_kf_10,n,
NC_009648.1,501857,+,26,48,tex_lcd_kf_01,n,
NC_009648.1,501857,+,32,51,tex_lcd_kf_02,n,
NC_009648.1,501909,+,22,45,tex_hcd_kf_09,n,
NC_009648.1,501909,+,22,69,tex_lcd_kf_01,n,
NC_009648.1,501909,+,35,85,tex_lcd_kf_02,n,
NC_009648.1,501914,+,21,80,tex_hcd_kf_10,n,
NC_009648.1,502190,+,12,13,tex_hcd_kf_09,n,
NC_009648.1,502190,+,19,19,tex_hcd_kf_10,n,
NC_009648.1,502221,+,56,68,tex_hcd_kf_09,y,
NC_009648.1,502221,+,72,91,tex_hcd_kf_10,,
NC_009648.1,502221,+,120,128,tex_lcd_kf_01,,
NC_009648.1,502221,+,115,125,tex_lcd_kf_02,,
NC_009648.1,502492,+,10,17,tex_hcd_kf_09,m,
NC_009648.1,502492,+,10,16,tex_hcd_kf_10,,
NC_009648.1,502492,+,11,19,tex_lcd_kf_02,,
NC_009648.1,503244,+,30,30,tex_hcd_kf_09,y,
NC_009648.1,503244,+,25,26,tex_hcd_kf_10,,
NC_009648.1,503244,+,96,98,tex_lcd_kf_01,,
NC_009648.1,503244,+,116,118,tex_lcd_kf_02,,
NC_009648.1,504477,+,15,17,tex_hcd_kf_10,y,3'
NC_009648.1,504477,+,20,22,tex_lcd_kf_02,,
NC_009648.1,506333,-,18,18,tex_hcd_kf_10,y,
NC_009648.1,506333,-,20,20,tex_hcd_kf_09,,
NC_009648.1,506333,-,39,39,tex_lcd_kf_01,,
NC_009648.1,506333,-,56,56,tex_lcd_kf_02,,
NC_009648.1,507885,-,27,27,tex_hcd_kf_09,y,
NC_009648.1,507885,-,23,23,tex_hcd_kf_10,,
NC_009648.1,507885,-,28,28,tex_lcd_kf_01,,
NC_009648.1,507885,-,29,29,tex_lcd_kf_02,,
NC_009648.1,507975,+,87,92,tex_hcd_kf_09,y,
NC_009648.1,507975,+,98,104,tex_hcd_kf_10,,
NC_009648.1,507975,+,66,68,tex_lcd_kf_01,,
NC_009648.1,507975,+,61,69,tex_lcd_kf_02,,
NC_009648.1,508570,+,18,20,tex_hcd_kf_09,y,internal
NC_009648.1,508570,+,27,29,tex_hcd_kf_10,,
NC_009648.1,508570,+,14,15,tex_lcd_kf_02,,
NC_009648.1,508880,+,14,17,tex_hcd_kf_09,n,
NC_009648.1,510256,+,15,15,tex_hcd_kf_10,n,
NC_009648.1,510362,+,53,57,tex_hcd_kf_10,y,sRNA!
NC_009648.1,510362,+,52,55,tex_lcd_kf_01,,
NC_009648.1,510362,+,76,80,tex_lcd_kf_02,,
NC_009648.1,510363,+,31,34,tex_hcd_kf_09,,
NC_009648.1,510772,-,59,62,tex_hcd_kf_09,y,internal 
NC_009648.1,510772,-,55,59,tex_hcd_kf_10,,
NC_009648.1,510772,-,90,90,tex_lcd_kf_01,,
NC_009648.1,510772,-,102,105,tex_lcd_kf_02,,
NC_009648.1,511255,-,199,202,tex_hcd_kf_09,y,
NC_009648.1,511255,-,279,283,tex_hcd_kf_10,,
NC_009648.1,511255,-,317,318,tex_lcd_kf_01,,
NC_009648.1,511255,-,381,382,tex_lcd_kf_02,,
NC_009648.1,513928,-,76,76,tex_hcd_kf_09,y,
NC_009648.1,513928,-,46,47,tex_hcd_kf_10,,
NC_009648.1,513928,-,46,47,tex_lcd_kf_01,,
NC_009648.1,513928,-,55,55,tex_lcd_kf_02,,
NC_009648.1,513937,+,58,58,tex_hcd_kf_09,y,
NC_009648.1,513937,+,42,42,tex_lcd_kf_01,,
NC_009648.1,513938,+,85,85,tex_hcd_kf_10,,
NC_009648.1,513938,+,35,35,tex_lcd_kf_02,,
NC_009648.1,515809,-,96,96,tex_hcd_kf_09,y,
NC_009648.1,515809,-,79,81,tex_hcd_kf_10,,
NC_009648.1,515823,+,12,12,tex_hcd_kf_09,n,
NC_009648.1,515823,+,11,11,tex_hcd_kf_10,,
NC_009648.1,515870,+,144,156,tex_hcd_kf_09,y,
NC_009648.1,515870,+,180,191,tex_hcd_kf_10,,
NC_009648.1,515870,+,251,253,tex_lcd_kf_01,,
NC_009648.1,515870,+,232,233,tex_lcd_kf_02,,
NC_009648.1,516363,+,20,21,tex_hcd_kf_10,n,
NC_009648.1,519147,+,15,15,tex_hcd_kf_09,m,as?
NC_009648.1,519187,+,13,28,tex_hcd_kf_09,n,
NC_009648.1,519187,+,22,37,tex_hcd_kf_10,,
NC_009648.1,519350,-,38,40,tex_hcd_kf_09,y,
NC_009648.1,519350,-,43,43,tex_hcd_kf_10,,
NC_009648.1,519350,-,56,56,tex_lcd_kf_01,,
NC_009648.1,519350,-,44,46,tex_lcd_kf_02,,
NC_009648.1,519819,-,35,35,tex_hcd_kf_10,n,
NC_009648.1,519821,-,41,41,tex_hcd_kf_09,y,
NC_009648.1,519821,-,35,35,tex_hcd_kf_10,,
NC_009648.1,519821,-,36,36,tex_lcd_kf_01,,
NC_009648.1,519821,-,48,48,tex_lcd_kf_02,,
NC_009648.1,523329,+,29,29,tex_hcd_kf_09,y,internal 
NC_009648.1,523330,+,35,36,tex_hcd_kf_10,,
NC_009648.1,525407,-,25,25,tex_hcd_kf_09,y,
NC_009648.1,525407,-,36,36,tex_hcd_kf_10,,
NC_009648.1,525408,-,73,73,tex_lcd_kf_01,,
NC_009648.1,525408,-,78,78,tex_lcd_kf_02,,
NC_009648.1,525693,-,11,12,tex_hcd_kf_10,n,
NC_009648.1,527092,-,68,69,tex_hcd_kf_09,y,
NC_009648.1,527092,-,54,54,tex_hcd_kf_10,,
NC_009648.1,527092,-,116,116,tex_lcd_kf_01,,
NC_009648.1,527092,-,108,109,tex_lcd_kf_02,,
NC_009648.1,527952,+,13,14,tex_hcd_kf_10,m,as
NC_009648.1,527952,+,13,13,tex_lcd_kf_01,,
NC_009648.1,528613,-,11,26,tex_hcd_kf_10,n,
NC_009648.1,528869,-,416,419,tex_hcd_kf_09,y,
NC_009648.1,528869,-,414,419,tex_hcd_kf_10,,
NC_009648.1,528869,-,915,923,tex_lcd_kf_02,,
NC_009648.1,528869,-,820,826,tex_lcd_kf_01,,
NC_009648.1,528954,+,425,426,tex_hcd_kf_09,y,
NC_009648.1,528954,+,345,347,tex_hcd_kf_10,,
NC_009648.1,528954,+,673,676,tex_lcd_kf_01,,
NC_009648.1,528954,+,642,644,tex_lcd_kf_02,,
NC_009648.1,529176,-,12,12,tex_lcd_kf_02,n,
NC_009648.1,530162,+,17,19,tex_lcd_kf_02,n,
NC_009648.1,531539,-,101,101,tex_hcd_kf_09,y,
NC_009648.1,531539,-,95,95,tex_hcd_kf_10,,
NC_009648.1,531539,-,130,130,tex_lcd_kf_01,,
NC_009648.1,531539,-,148,148,tex_lcd_kf_02,,
NC_009648.1,531808,+,1362,1362,tex_hcd_kf_10,y,
NC_009648.1,531808,+,3056,3056,tex_lcd_kf_01,,
NC_009648.1,531808,+,703,704,tex_hcd_kf_09,,
NC_009648.1,531808,+,3528,3529,tex_lcd_kf_02,,
NC_009648.1,532009,+,16,19,tex_lcd_kf_02,n,
NC_009648.1,532353,+,76,78,tex_hcd_kf_09,y,
NC_009648.1,533038,+,11,11,tex_hcd_kf_09,y,
NC_009648.1,533038,+,21,21,tex_lcd_kf_01,,
NC_009648.1,533038,+,11,11,tex_lcd_kf_02,,
NC_009648.1,533736,-,105,105,tex_hcd_kf_09,y,
NC_009648.1,533736,-,139,139,tex_hcd_kf_10,,
NC_009648.1,533736,-,25,25,tex_lcd_kf_02,,
NC_009648.1,533737,-,20,20,tex_lcd_kf_01,,
NC_009648.1,533996,-,16,16,tex_lcd_kf_02,y,sRNA?
NC_009648.1,534174,+,13,15,tex_hcd_kf_09,y,
NC_009648.1,534174,+,29,33,tex_hcd_kf_10,,
NC_009648.1,535782,-,17,19,tex_hcd_kf_09,y,internal 
NC_009648.1,535782,-,12,12,tex_hcd_kf_10,,
NC_009648.1,535782,-,16,16,tex_lcd_kf_01,,
NC_009648.1,535782,-,10,11,tex_lcd_kf_02,,
NC_009648.1,536386,-,21,21,tex_hcd_kf_10,m,
NC_009648.1,539350,+,47,48,tex_hcd_kf_09,y,internal
NC_009648.1,539350,+,54,56,tex_hcd_kf_10,,
NC_009648.1,539350,+,85,86,tex_lcd_kf_01,,
NC_009648.1,539350,+,110,110,tex_lcd_kf_02,,
NC_009648.1,542693,+,16,16,tex_lcd_kf_01,y,sRNA?
NC_009648.1,542693,+,13,13,tex_lcd_kf_02,,
NC_009648.1,542695,+,26,26,tex_hcd_kf_10,,
NC_009648.1,542747,-,90,90,tex_hcd_kf_09,y,
NC_009648.1,542747,-,106,106,tex_hcd_kf_10,,
NC_009648.1,542747,-,13,13,tex_lcd_kf_02,,
NC_009648.1,543027,+,21,21,tex_hcd_kf_09,y,
NC_009648.1,543027,+,45,45,tex_hcd_kf_10,,
NC_009648.1,543027,+,24,24,tex_lcd_kf_01,,
NC_009648.1,543027,+,29,29,tex_lcd_kf_02,,
NC_009648.1,543077,+,70,91,tex_hcd_kf_09,y,2nd start
NC_009648.1,543077,+,99,144,tex_hcd_kf_10,,
NC_009648.1,543077,+,153,177,tex_lcd_kf_01,,
NC_009648.1,543077,+,141,170,tex_lcd_kf_02,,
NC_009648.1,543146,+,17,121,tex_hcd_kf_10,n,
NC_009648.1,543146,+,37,202,tex_lcd_kf_01,,
NC_009648.1,543146,+,30,187,tex_lcd_kf_02,,
NC_009648.1,543646,-,12,12,tex_hcd_kf_10,n,
NC_009648.1,543646,-,11,11,tex_lcd_kf_02,,
NC_009648.1,544174,+,168,169,tex_hcd_kf_09,y,
NC_009648.1,544174,+,350,356,tex_hcd_kf_10,,
NC_009648.1,544174,+,34,36,tex_lcd_kf_01,,
NC_009648.1,544174,+,15,18,tex_lcd_kf_02,,
NC_009648.1,544625,+,18,19,tex_hcd_kf_09,y,sRNA?
NC_009648.1,544625,+,15,15,tex_hcd_kf_10,,
NC_009648.1,544746,+,24,25,tex_hcd_kf_10,m,
NC_009648.1,544746,+,48,48,tex_lcd_kf_01,,
NC_009648.1,544746,+,39,41,tex_lcd_kf_02,,
NC_009648.1,544786,+,23,34,tex_hcd_kf_09,n,
NC_009648.1,544792,+,57,81,tex_hcd_kf_09,y,
NC_009648.1,544792,+,60,99,tex_hcd_kf_10,,
NC_009648.1,544792,+,45,92,tex_lcd_kf_02,,
NC_009648.1,544792,+,41,98,tex_lcd_kf_01,,
NC_009648.1,546637,+,19,19,tex_hcd_kf_09,y,
NC_009648.1,551942,-,16,16,tex_hcd_kf_09,y,
NC_009648.1,551942,-,16,16,tex_lcd_kf_01,,
NC_009648.1,551942,-,15,15,tex_lcd_kf_02,,
NC_009648.1,551955,+,120,121,tex_hcd_kf_09,y,sRNA?
NC_009648.1,551955,+,144,146,tex_hcd_kf_10,,
NC_009648.1,551955,+,67,68,tex_lcd_kf_01,,
NC_009648.1,551955,+,75,75,tex_lcd_kf_02,,
NC_009648.1,552050,+,27,28,tex_hcd_kf_09,y,
NC_009648.1,553827,-,27,28,tex_hcd_kf_09,y,3'
NC_009648.1,553827,-,40,41,tex_hcd_kf_10,,
NC_009648.1,553827,-,33,33,tex_lcd_kf_01,,
NC_009648.1,553827,-,34,34,tex_lcd_kf_02,,
NC_009648.1,554236,-,16,17,tex_hcd_kf_10,y,
NC_009648.1,554236,-,13,13,tex_lcd_kf_01,,
NC_009648.1,562719,-,13,14,tex_hcd_kf_09,m,
NC_009648.1,562719,-,10,10,tex_lcd_kf_01,,
NC_009648.1,562719,-,11,11,tex_lcd_kf_02,,
NC_009648.1,566577,-,30,31,tex_lcd_kf_01,y,
NC_009648.1,566577,-,29,29,tex_lcd_kf_02,,
NC_009648.1,568274,-,41,41,tex_hcd_kf_09,y,
NC_009648.1,568274,-,40,40,tex_hcd_kf_10,,
NC_009648.1,568274,-,23,23,tex_lcd_kf_01,,
NC_009648.1,568274,-,37,37,tex_lcd_kf_02,,
NC_009648.1,571029,-,28,32,tex_hcd_kf_09,y,
NC_009648.1,571029,-,32,33,tex_hcd_kf_10,,
NC_009648.1,571030,-,18,18,tex_lcd_kf_02,,
NC_009648.1,572249,+,148,210,tex_hcd_kf_09,y,
NC_009648.1,572249,+,150,224,tex_hcd_kf_10,,
NC_009648.1,572249,+,210,231,tex_lcd_kf_01,,
NC_009648.1,572249,+,234,269,tex_lcd_kf_02,,
NC_009648.1,577644,-,65,72,tex_lcd_kf_01,y,
NC_009648.1,577644,-,60,66,tex_lcd_kf_02,,
NC_009648.1,577648,+,14,14,tex_lcd_kf_01,y,sRNA?
NC_009648.1,577648,+,15,17,tex_lcd_kf_02,,
NC_009648.1,577846,+,223,223,tex_hcd_kf_09,y,
NC_009648.1,577846,+,302,302,tex_hcd_kf_10,,
NC_009648.1,577846,+,224,224,tex_lcd_kf_01,,
NC_009648.1,577846,+,226,226,tex_lcd_kf_02,,
NC_009648.1,581390,+,101,102,tex_hcd_kf_09,y,
NC_009648.1,581390,+,121,126,tex_hcd_kf_10,,
NC_009648.1,581390,+,93,97,tex_lcd_kf_01,,
NC_009648.1,581390,+,79,86,tex_lcd_kf_02,,
NC_009648.1,585817,+,13,13,tex_hcd_kf_10,n,
NC_009648.1,591098,+,14,14,tex_hcd_kf_09,m,internal 
NC_009648.1,591098,+,11,11,tex_hcd_kf_10,,
NC_009648.1,591098,+,12,12,tex_lcd_kf_02,,
NC_009648.1,591620,-,21,21,tex_lcd_kf_01,y,3'
NC_009648.1,591620,-,22,22,tex_lcd_kf_02,,
NC_009648.1,591694,+,17,17,tex_lcd_kf_01,m,as
NC_009648.1,597429,+,29,29,tex_lcd_kf_02,y,
NC_009648.1,597474,+,50,66,tex_lcd_kf_01,m,
NC_009648.1,597474,+,78,107,tex_lcd_kf_02,,
NC_009648.1,601055,+,51,51,tex_hcd_kf_09,y,
NC_009648.1,601055,+,61,61,tex_hcd_kf_10,,
NC_009648.1,601055,+,408,409,tex_lcd_kf_01,,
NC_009648.1,601056,+,369,370,tex_lcd_kf_02,,
NC_009648.1,606561,-,30,32,tex_hcd_kf_09,y,
NC_009648.1,606561,-,39,42,tex_hcd_kf_10,,
NC_009648.1,606563,+,17,19,tex_hcd_kf_09,m,sRNA?
NC_009648.1,606694,+,23,24,tex_lcd_kf_01,y,
NC_009648.1,606694,+,26,28,tex_lcd_kf_02,,
NC_009648.1,608975,-,61,62,tex_hcd_kf_09,y,
NC_009648.1,608975,-,66,67,tex_hcd_kf_10,,
NC_009648.1,608975,-,72,72,tex_lcd_kf_01,,
NC_009648.1,608975,-,61,63,tex_lcd_kf_02,,
NC_009648.1,613682,-,26,26,tex_hcd_kf_09,y,as
NC_009648.1,613682,-,14,14,tex_hcd_kf_10,,
NC_009648.1,613682,-,26,26,tex_lcd_kf_01,,
NC_009648.1,613682,-,33,33,tex_lcd_kf_02,,
NC_009648.1,613701,+,61,62,tex_hcd_kf_10,y,internal 
NC_009648.1,613701,+,26,28,tex_hcd_kf_09,,
NC_009648.1,613701,+,40,41,tex_lcd_kf_01,,
NC_009648.1,613701,+,49,49,tex_lcd_kf_02,,
NC_009648.1,614650,+,33,33,tex_lcd_kf_01,y,internal 
NC_009648.1,614650,+,29,29,tex_lcd_kf_02,,
NC_009648.1,614834,-,33,33,tex_hcd_kf_09,y,as
NC_009648.1,614834,-,28,28,tex_hcd_kf_10,,
NC_009648.1,614834,-,24,24,tex_lcd_kf_01,,
NC_009648.1,614834,-,27,27,tex_lcd_kf_02,,
NC_009648.1,614853,+,15,23,tex_hcd_kf_10,n,
NC_009648.1,616634,-,15,15,tex_hcd_kf_10,n,
NC_009648.1,620289,+,14,16,tex_hcd_kf_09,n,
NC_009648.1,620439,+,19,19,tex_hcd_kf_09,y,as
NC_009648.1,620439,+,11,11,tex_hcd_kf_10,,
NC_009648.1,621592,-,471,471,tex_hcd_kf_09,y,
NC_009648.1,621592,-,539,539,tex_hcd_kf_10,,
NC_009648.1,621592,-,232,235,tex_lcd_kf_01,,
NC_009648.1,621592,-,241,243,tex_lcd_kf_02,,
NC_009648.1,622652,-,45,45,tex_hcd_kf_09,y,
NC_009648.1,622652,-,43,43,tex_hcd_kf_10,,
NC_009648.1,622652,-,169,169,tex_lcd_kf_01,,
NC_009648.1,622652,-,138,138,tex_lcd_kf_02,,
NC_009648.1,622751,+,14,14,tex_hcd_kf_09,y,
NC_009648.1,622751,+,20,20,tex_hcd_kf_10,,
NC_009648.1,622751,+,17,17,tex_lcd_kf_01,,
NC_009648.1,622751,+,14,14,tex_lcd_kf_02,,
NC_009648.1,624009,+,15,24,tex_lcd_kf_02,m,
NC_009648.1,624579,-,43,43,tex_lcd_kf_01,y,
NC_009648.1,624579,-,42,42,tex_lcd_kf_02,,
NC_009648.1,628591,-,14,14,tex_hcd_kf_09,y,internal
NC_009648.1,628591,-,16,16,tex_hcd_kf_10,,
NC_009648.1,628591,-,15,15,tex_lcd_kf_01,,
NC_009648.1,628591,-,21,21,tex_lcd_kf_02,,
NC_009648.1,631364,+,20,22,tex_hcd_kf_09,y,internal
NC_009648.1,631364,+,15,17,tex_hcd_kf_10,,
NC_009648.1,631364,+,27,28,tex_lcd_kf_01,,
NC_009648.1,631364,+,25,25,tex_lcd_kf_02,,
NC_009648.1,631854,+,11,11,tex_hcd_kf_10,n,
NC_009648.1,634271,-,20,20,tex_hcd_kf_10,y,
NC_009648.1,640235,-,11,11,tex_hcd_kf_10,y,sRNA?
NC_009648.1,640235,-,12,12,tex_lcd_kf_01,,
NC_009648.1,640235,-,12,12,tex_hcd_kf_09,,
NC_009648.1,640235,-,16,16,tex_lcd_kf_02,,
NC_009648.1,642529,-,15,17,tex_lcd_kf_02,y,
NC_009648.1,656496,+,36,36,tex_hcd_kf_09,y,
NC_009648.1,656496,+,44,44,tex_hcd_kf_10,,
NC_009648.1,656496,+,65,66,tex_lcd_kf_01,,
NC_009648.1,656496,+,67,69,tex_lcd_kf_02,,
NC_009648.1,661111,-,55,55,tex_lcd_kf_01,y,
NC_009648.1,661111,-,57,57,tex_lcd_kf_02,,
